id,title,year,genre,stars,rating,duration,img_src
573,The Oprah Winfrey Show,1986,Talk-Show,"['Nate Berkus', 'Gayle King', 'Chris Rock']",5.1,60,"""https://m.media-amazon.com/images/M/MV5BMDA0ZDI5MDctMmMxNi00NmVhLTlmN2MtNzIyMzM1YTc3YjBiXkEyXkFqcGdeQXVyMTkzODUwNzk@.jpg"""
574,The Cosby Show,1984,"Comedy, Family, Romance","['Phylicia Rashad', 'Keshia Knight Pulliam', 'Malcolm-Jamal Warner']",7.3,30,"""https://m.media-amazon.com/images/M/MV5BMzA3NDIwMjU3Nl5BMl5BanBnXkFtZTcwMTcxODgyMQ@@.jpg"""
575,The Sopranos,1999,"Crime, Drama","['Lorraine Bracco', 'Edie Falco', 'Michael Imperioli']",9.2,55,"""https://m.media-amazon.com/images/M/MV5BZGJjYzhjYTYtMDBjYy00OWU1LTg5OTYtNmYwOTZmZjE3ZDdhXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
576,The Tonight Show Starring Johnny Carson,1962,"Comedy, Talk-Show","['Ed McMahon', 'Doc Severinsen', 'Skitch Henderson']",8.4,105,"""https://m.media-amazon.com/images/M/MV5BMTk0NDgyOTExNF5BMl5BanBnXkFtZTcwNTEyMTAyMQ@@.jpg"""
577,60 Minutes,1968,"Documentary, News","['Andrew Rooney', 'Steve Kroft', 'Morley Safer']",7.4,60,"""https://m.media-amazon.com/images/M/MV5BNGQzMmMxODgtMGQyNC00Yzk2LWJlYmYtZjY5YzFmMTgyYzE2XkEyXkFqcGdeQXVyODg3NDc1OTE@.jpg"""
578,Dexter,2006,"Crime, Drama, Mystery","['Jennifer Carpenter', 'David Zayas', 'James Remar']",8.6,53,"""https://m.media-amazon.com/images/M/MV5BMTM5MjkwMTI0MV5BMl5BanBnXkFtZTcwODQwMTc0OQ@@.jpg"""
579,Entourage,2004,"Comedy, Drama","['Adrian Grenier', 'Kevin Dillon', 'Jerry Ferrara']",8.4,28,"""https://m.media-amazon.com/images/M/MV5BZDg3ZDc2MDQtNzQwZi00YzFjLTgyOTMtMDMzZTc5N2VlNTg2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
580,Star Trek,1966,"Action, Adventure, Sci-Fi","['Leonard Nimoy', 'DeForest Kelley', 'Nichelle Nichols']",8.3,50,"""https://m.media-amazon.com/images/M/MV5BZTBjNDRiYjQtMGY0Yi00YmY0LWExOTktMDAwNjQ4M2IzMGNlXkEyXkFqcGdeQXVyNjUxOTY5MjI@.jpg"""
581,M*A*S*H,1972,"Comedy, Drama, War","['Wayne Rogers', 'Loretta Swit', 'Jamie Farr']",8.4,25,"""https://m.media-amazon.com/images/M/MV5BNTY1MjA2ZjUtMDU1YS00ZjBlLWJiN2MtZTViNjEwYjU1MzgxXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
582,Lost,2004,"Adventure, Drama, Fantasy","['Josh Holloway', 'Yunjin Kim', 'Evangeline Lilly']",8.3,44,"""https://m.media-amazon.com/images/M/MV5BNzhlY2E5NDUtYjJjYy00ODg3LWFkZWQtYTVmMzU4ZWZmOWJkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
583,Boston Public,2000,"Comedy, Drama","['Anthony Heald', 'Fyvush Finkel', 'Chi McBride']",7.2,60,"""https://m.media-amazon.com/images/M/MV5BMTIxNzg1MTk4NF5BMl5BanBnXkFtZTcwNDkyNzM2MQ@@.jpg"""
584,The Practice,1997,"Crime, Drama, Mystery","['Kelli Williams', 'Lara Flynn Boyle', 'Steve Harris']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMTk0MDY5MTU3OF5BMl5BanBnXkFtZTcwNTc1OTQ0MQ@@.jpg"""
585,ER,1994,"Drama, Romance","['George Clooney', 'Julianna Margulies', 'Eriq La Salle']",7.7,44,"""https://m.media-amazon.com/images/M/MV5BYWQ0YTQ1ZmQtNzk1NC00NzMzLWJjNDYtMDQ0MTcxMThhYTI0XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
586,All in the Family,1971,"Comedy, Drama","['Jean Stapleton', 'Rob Reiner', 'Sally Struthers']",8.3,30,"""https://m.media-amazon.com/images/M/MV5BMjEyOTExMDA5OF5BMl5BanBnXkFtZTcwNjM2NjQ3Mg@@.jpg"""
587,Curb Your Enthusiasm,2000,Comedy,"['Cheryl Hines', 'Jeff Garlin', 'Susie Essman']",8.7,28,"""https://m.media-amazon.com/images/M/MV5BZjYyMmJjYWUtZjBjMS00MWQzLTk0OWYtYzU1MmE3NzFhZjJkXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
588,Saturday Night Live,1975,"Comedy, Music","['Lenny Pickett', 'Darrell Hammond', 'Kenan Thompson']",8.1,90,"""https://m.media-amazon.com/images/M/MV5BY2YxODFmOGUtMjY1OC00YTk5LTlkNWEtMzU5MWYxNTgwNzkxXkEyXkFqcGdeQXVyODUxOTU0OTg@.jpg"""
589,Mary Tyler Moore,1970,Comedy,"['Edward Asner', 'Gavin MacLeod', 'Valerie Harper']",8.1,30,"""https://m.media-amazon.com/images/M/MV5BMTU3ODYzMzU5NF5BMl5BanBnXkFtZTcwOTk3MDkyMQ@@.jpg"""
590,Hill Street Blues,1981,"Crime, Drama, Mystery","['Michael Warren', 'Bruce Weitz', 'James Sikking']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BYzY4OTRiNmEtNjk1Zi00MmYyLWJmNzAtYjg4MmI4MGZjZTU3XkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg"""
591,Good Times,1974,Comedy,"['Ralph Carter', 'BernNadette Stanis', 'Jimmie Walker']",7.3,30,"""https://m.media-amazon.com/images/M/MV5BMTg1NDU4MjAzNV5BMl5BanBnXkFtZTcwOTAyNjMzMQ@@.jpg"""
592,Sesame Street,1969,"Animation, Adventure, Comedy","['Frank Oz', 'Caroll Spinney', 'Jerry Nelson']",8.1,55,"""https://m.media-amazon.com/images/M/MV5BODM4NDI3OTcxN15BMl5BanBnXkFtZTgwNjc3MjIwMTI@.jpg"""
593,Bonanza,1959,Western,"['Michael Landon', 'Dan Blocker', 'Pernell Roberts']",7.3,49,"""https://m.media-amazon.com/images/M/MV5BMTQzOTE5MzQ5OF5BMl5BanBnXkFtZTcwMDk5MTIwNw@@.jpg"""
594,The Carol Burnett Show,1967,"Comedy, Family","['Vicki Lawrence', 'Harvey Korman', 'Lyle Waggoner']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BY2JiNDkzNWUtMWNmNy00MjNhLTk5MzYtYjcyNDY5MmMzNDlhXkEyXkFqcGdeQXVyMTk0MjQ3Nzk@.jpg"""
595,Cheers,1982,"Comedy, Drama","['Rhea Perlman', 'John Ratzenberger', 'George Wendt']",7.8,22,"""https://m.media-amazon.com/images/M/MV5BNTY0ZWFmNTktOGNjNi00M2Y0LWE1ODItZWY4Mzk3MzVjMDgzXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
596,The Golden Girls,1985,"Comedy, Drama","['Betty White', 'Rue McClanahan', 'Estelle Getty']",7.9,30,"""https://m.media-amazon.com/images/M/MV5BMTIwMDE0ODU0Nl5BMl5BanBnXkFtZTcwMjg5MDcyMQ@@.jpg"""
597,"Murder, She Wrote",1984,"Crime, Drama, Mystery","['William Windom', 'Ron Masak', 'Louis Herthum']",6.9,50,"""https://m.media-amazon.com/images/M/MV5BOWQ1YjAyNzItYzkzYS00MDFlLTlmNWYtYjYyZWU1YjdiZDMzXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg"""
598,Maude,1972,Comedy,"['Bill Macy', 'Conrad Bain', 'Rue McClanahan']",7.1,30,"""https://m.media-amazon.com/images/M/MV5BMTg3NjU1MjM5Ml5BMl5BanBnXkFtZTcwMDkzMTc0MQ@@.jpg"""
599,Boston Legal,2004,"Comedy, Crime, Drama","['William Shatner', 'Candice Bergen', 'Rene Auberjonois']",8.4,44,"""https://m.media-amazon.com/images/M/MV5BMjEyNjEyMDE5NV5BMl5BanBnXkFtZTcwNzQzNzIzMQ@@.jpg"""
600,The Jeffersons,1975,Comedy,"['Sherman Hemsley', 'Marla Gibbs', 'Roxie Roker']",7.4,30,"""https://m.media-amazon.com/images/M/MV5BMTI4MTA3NTA5MV5BMl5BanBnXkFtZTcwODEyODMzMQ@@.jpg"""
601,House M.D.,2004,"Drama, Mystery","['Omar Epps', 'Robert Sean Leonard', 'Jesse Spencer']",8.7,44,"""https://m.media-amazon.com/images/M/MV5BMDA4NjQzN2ItZDhhNC00ZjVlLWFjNTgtMTEyNDQyOGNjMDE1XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
602,Friends,1994,"Comedy, Romance","['Courteney Cox', 'Lisa Kudrow', 'Matt LeBlanc']",8.9,22,"""https://m.media-amazon.com/images/M/MV5BNDVkYjU0MzctMWRmZi00NTkxLTgwZWEtOWVhYjZlYjllYmU4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
603,Mad Men,2007,Drama,"['Elisabeth Moss', 'Vincent Kartheiser', 'January Jones']",8.6,47,"""https://m.media-amazon.com/images/M/MV5BMjMwNzk5Nzg2OV5BMl5BanBnXkFtZTgwMjg1OTk1NDE@.jpg"""
604,Two and a Half Men,2003,"Comedy, Romance","['Ashton Kutcher', 'Angus T. Jones', 'Conchata Ferrell']",8.3,22,"""https://m.media-amazon.com/images/M/MV5BOTI2MjIzN2ItZDg0OS00MTlhLWIzMTMtYWI4ZTA0NGE4NDJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
605,How I Met Your Mother,2005,"Comedy, Romance","['Jason Segel', 'Cobie Smulders', 'Neil Patrick Harris']",7.4,22,"""https://m.media-amazon.com/images/M/MV5BZWJjMDEzZjUtYWE1Yy00M2ZiLThlMmItODljNTAzODFiMzc2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
606,Miami Vice,1984,"Action, Crime, Drama","['Philip Michael Thomas', 'Saundra Santiago', 'Olivia Brown']",7.9,48,"""https://m.media-amazon.com/images/M/MV5BMTlmMjJhNDctODg1NS00MzU1LTg3YzEtZGY2ZjYzOGE5OWZmXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
607,Sanford and Son,1972,Comedy,"['Demond Wilson', 'LaWanda Page', 'Don Bexley']",4.9,30,"""https://m.media-amazon.com/images/M/MV5BMTIwMzU3OTI1Nl5BMl5BanBnXkFtZTYwMTA3Mzg5.jpg"""
608,The Real World,1992,"Drama, Reality-TV","['Alton Williams II', 'Arissa Hill', 'Brynn Smith']",6.9,30,"""https://m.media-amazon.com/images/M/MV5BMTg3NTIxODE1Nl5BMl5BanBnXkFtZTYwNTA5OTc4.jpg"""
609,L.A. Law,1986,Drama,"['Jill Eikenberry', 'Alan Rachins', 'Michael Tucker']",7.7,46,"""https://m.media-amazon.com/images/M/MV5BMTQyNzA5ODY1NV5BMl5BanBnXkFtZTYwMzE3Mjg5.jpg"""
610,The Shield,2002,"Crime, Drama, Thriller","['Catherine Dent', 'Walton Goggins', 'Michael Jace']",8.5,47,"""https://m.media-amazon.com/images/M/MV5BMTcwNzQwODI5NV5BMl5BanBnXkFtZTcwNzQxMjI5MQ@@.jpg"""
611,The Twilight Zone,1959,"Drama, Fantasy, Horror","['Robert McCord', 'Jay Overholts', 'Vaughn Taylor']",8.7,51,"""https://m.media-amazon.com/images/M/MV5BNTAzMDI5MzgtMGNkMC00MzllLWJhNjctNjA1NmViNGUxMzYxXkEyXkFqcGdeQXVyMTQxNzMzNDI@.jpg"""
612,Alfred Hitchcock Presents,1955,"Comedy, Crime, Drama","['Harry Tyler', 'John Williams', 'Patricia Hitchcock']",8.1,25,"""https://m.media-amazon.com/images/M/MV5BOWQ1OGI0ZTItOTNkYi00NWFhLWE3ZWYtODVmMjkzMmM1NDYwXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
613,The Simpsons,1989,"Animation, Comedy","['Nancy Cartwright', 'Harry Shearer', 'Julie Kavner']",7.2,22,"""https://m.media-amazon.com/images/M/MV5BYjFkMTlkYWUtZWFhNy00M2FmLThiOTYtYTRiYjVlZWYxNmJkXkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
614,Family Guy,1999,"Animation, Comedy","['Alex Borstein', 'Seth Green', 'Mila Kunis']",8.1,22,"""https://m.media-amazon.com/images/M/MV5BODEwZjEzMjAtNjQxMy00Yjc4LWFlMDAtYjhjZTAxNDU3OTg3XkEyXkFqcGdeQXVyOTM2NTM4MjA@.jpg"""
615,Family Ties,1982,"Comedy, Family","['Michael Gross', 'Meredith Baxter', 'Justine Bateman']",8.2,30,"""https://m.media-amazon.com/images/M/MV5BMTk1NDc3Mjc2OV5BMl5BanBnXkFtZTcwMDc4MzA1MQ@@.jpg"""
616,The Big Bang Theory,2007,"Comedy, Romance","['Jim Parsons', 'Kaley Cuoco', 'Simon Helberg']",7.5,22,"""https://m.media-amazon.com/images/M/MV5BY2FmZTY5YTktOWRlYy00NmIyLWE0ZmQtZDg2YjlmMzczZDZiXkEyXkFqcGdeQXVyNjg4NzAyOTA@.jpg"""
617,30 Rock,2006,Comedy,"['Alec Baldwin', 'Tracy Morgan', 'Jack McBrayer']",7.6,22,"""https://m.media-amazon.com/images/M/MV5BMTQ4NDQ4OTUzOV5BMl5BanBnXkFtZTcwMjMzMTUyNw@@.jpg"""
618,Heroes,2006,"Drama, Fantasy, Sci-Fi","['Hayden Panettiere', 'Milo Ventimiglia', 'Masi Oka']",7.6,45,"""https://m.media-amazon.com/images/M/MV5BMjI3ODU0OTQ1MV5BMl5BanBnXkFtZTgwNzI0MTQ2MzE@.jpg"""
619,Grey's Anatomy,2005,"Drama, Romance","['Chandra Wilson', 'James Pickens Jr.', 'Justin Chambers']",7.6,41,"""https://m.media-amazon.com/images/M/MV5BMjgwNGNkZGYtMWQyYS00YjEzLWFmZTctODUzYWMxOWJkNTAzXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
620,Nip/Tuck,2003,Drama,"['Julian McMahon', 'Joely Richardson', 'John Hensley']",8.6,44,"""https://m.media-amazon.com/images/M/MV5BMjA3NjM2MDEwMl5BMl5BanBnXkFtZTcwMDkyMjU1MQ@@.jpg"""
621,CSI: Crime Scene Investigation,2000,"Crime, Drama, Mystery","['Marg Helgenberger', 'George Eads', 'Eric Szmanda']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTkyODgwMDMzNV5BMl5BanBnXkFtZTgwMTExOTMyMjE@.jpg"""
622,The Honeymooners,1955,"Comedy, Family","['Art Carney', 'Audrey Meadows', 'Joyce Randolph']",6.8,30,"""https://m.media-amazon.com/images/M/MV5BMTMyNDM3Mjk2OV5BMl5BanBnXkFtZTcwMjE2MjEyMQ@@.jpg"""
623,The Flintstones,1960,"Animation, Adventure, Comedy","['Mel Blanc', 'Jean Vander Pyl', 'Bea Benaderet']",7.9,30,"""https://m.media-amazon.com/images/M/MV5BNjBjNTVhNTctNjhiMC00Y2ZlLTljZTEtOWEyYWU5MmY4NjdhXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
624,Fat Albert and the Cosby Kids,1972,"Animation, Comedy, Family","['Gerald Edwards', 'Erika Scheimer', 'Lou Scheimer']",8.9,30,"""https://m.media-amazon.com/images/M/MV5BYzJkYjUxZjEtYzczNi00MzI0LTg1YWUtNWJiNmI5ZDhiNzQ2XkEyXkFqcGdeQXVyNTAyODkwOQ@@.jpg"""
625,The Fresh Prince of Bel-Air,1990,Comedy,"['James Avery', 'Alfonso Ribeiro', 'Tatyana Ali']",8.5,22,"""https://m.media-amazon.com/images/M/MV5BOGUxOWQ4MzAtMmJjYS00M2U5LWEwZTAtYTc1YmZhNjg2NDRlXkEyXkFqcGdeQXVyMTYzMDM0NTU@.jpg"""
626,The Office,2005,Comedy,"['Jenna Fischer', 'John Krasinski', 'Rainn Wilson']",8.2,22,"""https://m.media-amazon.com/images/M/MV5BMDNkOTE4NDQtMTNmYi00MWE0LWE4ZTktYTc0NzhhNWIzNzJiXkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg"""
627,The Office,2001,"Comedy, Drama","['Martin Freeman', 'Mackenzie Crook', 'Lucy Davis']",6.9,30,"""https://m.media-amazon.com/images/M/MV5BNGI4YWZhZDAtMjYwNC00YWJjLTgzODQtNmQ0OTI2NGQzMWUwXkEyXkFqcGdeQXVyNzkwMjQ5NzM@.jpg"""
628,SportsCenter,1979,"News, Sport, Talk-Show","['Jalen Rose', 'Jenn Brown', 'Scott Van Pelt']",4.1,60,"""https://m.media-amazon.com/images/M/MV5BMmVmYzhiOTgtMjcyZS00YmUzLWEzODktNjFlMDI0ZDgwZjhmXkEyXkFqcGdeQXVyMTIxMDUyOTI@.jpg"""
629,A Different World,1987,Comedy,"['Kadeem Hardison', 'Jasmine Guy', 'Darryl M. Bell']",8.8,60,"""https://m.media-amazon.com/images/M/MV5BMjM0NzVmZmItNTFmNC00ZTFkLWJhY2QtODAxNjdmMzAyMDE5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjg5NjkwODg@.jpg"""
630,American Idol: The Search for a Superstar,2002,"Game-Show, Music, Reality-TV","['Mark Thompson', 'Randy Jackson', 'Simon Cowell']",7.7,42,"""https://m.media-amazon.com/images/M/MV5BODExYmUyMjMtNGQ3OC00ZmY0LTk1NGYtOGYyNmYyODU4NDU1XkEyXkFqcGdeQXVyMzQ2MDI5NjU@.jpg"""
631,Freaks and Geeks,1999,"Comedy, Drama","['John Francis Daley', 'James Franco', 'Samm Levine']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BZWJhOGFiZWMtYTY5Ni00NGU1LWE5OWItNzA5NThkNWUwYzc4XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
632,Yo! MTV Raps,1988,Music,"['Scarface', 'Willie D.', 'DJ Jazzy Jeff']",8.1,60,"""https://m.media-amazon.com/images/M/MV5BODU0YjA1ZjgtYmQ3Zi00MDI3LWE2NjUtNjUwYTNkYWNkNjY3XkEyXkFqcGdeQXVyNjExODE1MDc@.jpg"""
633,NYPD Blue,1993,"Crime, Drama, Mystery","['Jimmy Smits', 'Gordon Clapp', 'James McDaniel']",8.7,45,"""https://m.media-amazon.com/images/M/MV5BMjEzMjg2ODkzNV5BMl5BanBnXkFtZTcwNTk0MjAwMQ@@.jpg"""
634,In Living Color,1990,Comedy,"['Jim Carrey', 'Kelly Coffield Park', 'David Alan Grier']",6.7,30,"""https://m.media-amazon.com/images/M/MV5BMTk1OTExOTE0OF5BMl5BanBnXkFtZTcwNTI4MjgyMQ@@.jpg"""
635,Chappelle's Show,2003,"Comedy, Music","['Donnell Rawlings', 'Rudy Rush', 'Charlie Murphy']",8.4,22,"""https://m.media-amazon.com/images/M/MV5BOWNjYTg5NGMtOWRjNy00ZGNlLTg2MmYtZjQ5NTM0MTQxOGM2XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
636,The Brady Bunch,1969,"Comedy, Family","['Florence Henderson', 'Ann B. Davis', 'Maureen McCormick']",8.7,30,"""https://m.media-amazon.com/images/M/MV5BMTY0ODc0MzYyNV5BMl5BanBnXkFtZTYwODg4MzM5.jpg"""
637,Modern Family,2009,"Comedy, Drama, Romance","['Sofía Vergara', 'Julie Bowen', 'Ty Burrell']",6.7,22,"""https://m.media-amazon.com/images/M/MV5BNzRhNWIxYTEtYjc2NS00YWFlLWFhOGEtMDZiMWM1M2RkNDkyXkEyXkFqcGdeQXVyNjc0MjkzNjc@.jpg"""
638,Battlestar Galactica,2004,"Action, Adventure, Drama","['Mary McDonnell', 'Jamie Bamber', 'James Callis']",6.6,44,"""https://m.media-amazon.com/images/M/MV5BZjBjMjk4YWQtZjY1MC00NTI5LWEwZDMtYWMyYjk2MjkzMThhXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
639,Glee,2009,"Comedy, Drama, Music","['Jane Lynch', 'Matthew Morrison', 'Cory Monteith']",7.5,44,"""https://m.media-amazon.com/images/M/MV5BYWJhZjNjZjUtM2JlZC00ZWE3LWJmZDItMDRhMWJkMTJhZDhkXkEyXkFqcGdeQXVyMTkzODUwNzk@.jpg"""
640,Married with Children,1987,Comedy,"['Christina Applegate', 'Katey Sagal', 'Amanda Bearse']",7.4,22,"""https://m.media-amazon.com/images/M/MV5BMzk2OWYzNDUtNGE5NC00MDI0LTkyMDktY2RmZjE0NGNmMWE1XkEyXkFqcGdeQXVyMzU3MTc5OTE@.jpg"""
641,Diff'rent Strokes,1978,"Comedy, Drama, Family","['Todd Bridges', 'Conrad Bain', 'Dana Plato']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BMTMyNzA3ODA0OF5BMl5BanBnXkFtZTcwNTc5NTEzMQ@@.jpg"""
642,The A-Team,1983,"Action, Adventure, Crime","['Mr. T', 'Dwight Schultz', 'Dirk Benedict']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BMzI0MjI1NjU5OF5BMl5BanBnXkFtZTcwNzg5NDUyMQ@@.jpg"""
643,Martin,1992,"Comedy, Drama, Romance","['Tisha Campbell-Martin', 'Thomas Mikal Ford', 'Carl Anthony Payne II']",8.6,30,"""https://m.media-amazon.com/images/M/MV5BMTg1MDE0NzA1N15BMl5BanBnXkFtZTcwOTkxNjA0MQ@@.jpg"""
644,Toast of the Town,1948,"Comedy, Music","['Johnny Wayne', 'Frank Shuster', 'Topo Gigio']",6.3,60,"""https://m.media-amazon.com/images/M/MV5BMjEzMjIwMjExMl5BMl5BanBnXkFtZTcwODQxNTAwMQ@@.jpg"""
645,The Odd Couple,1968,Comedy,"['Jack Lemmon', 'Walter Matthau', 'John Fiedler', 'Herb Edelman']",8.2,105,"""https://m.media-amazon.com/images/M/MV5BZDVhNzQxZDEtMzcyZC00ZDg1LWFkZDctOWYxZTY0ZmYzYjc2XkEyXkFqcGdeQXVyMjA0MDQ0Mjc@.jpg"""
646,Star Trek: The Next Generation,1987,"Action, Adventure, Mystery","['Brent Spiner', 'Jonathan Frakes', 'LeVar Burton']",6.4,44,"""https://m.media-amazon.com/images/M/MV5BNDViYjAyZWUtNGQxMy00MDUyLTlkZTAtOWNkY2M5ZTk5MTE5XkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
647,"Beverly Hills, 90210",1990,"Drama, Romance","['Shannen Doherty', 'Luke Perry', 'Jennie Garth']",7.2,44,"""https://m.media-amazon.com/images/M/MV5BZjdhZjVhNDItMmYwZi00MWY1LTk0YWUtNjYzZDU2ZjlmY2ZlXkEyXkFqcGdeQXVyNDg4NjQ2OTU@.jpg"""
648,The Walking Dead,2010,"Drama, Horror, Thriller","['Norman Reedus', 'Melissa McBride', 'Danai Gurira']",8.2,44,"""https://m.media-amazon.com/images/M/MV5BYTUwOTM3ZGUtMDZiNy00M2I3LWI1ZWEtYzhhNGMyZjI3MjBmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@.jpg"""
649,The Arsenio Hall Show,1989,"Comedy, Family, Music","['Burton Richardson', 'Michael Wolff', 'Sinbad']",6.9,60,"""https://m.media-amazon.com/images/M/MV5BNzA5YzI1YzktZWY3OS00NTU4LTljMTgtOTg4Mzc0MGYzMTgxXkEyXkFqcGdeQXVyMjcyMDU4NA@@.jpg"""
650,ABC's Wide World of Sports,1961,Sport,"['Howard Cosell', 'Muhammad Ali', 'Bill Flemming']",6.2,90,"""https://m.media-amazon.com/images/M/MV5BNjJlZTdmOWQtMDUzOS00NmQ0LThlMTMtOTEzYjNiZDMxNDJjXkEyXkFqcGdeQXVyMjE5MzM3MjA@.jpg"""
651,NFL Monday Night Football,1970,Sport,"['Al Michaels', 'Howard Cosell', 'Dan Dierdorf']",8.2,60,"""https://m.media-amazon.com/images/M/MV5BMTIxMDAxNDA4NF5BMl5BanBnXkFtZTcwMTM0MTUxMQ@@.jpg"""
652,Dallas,1978,"Drama, Romance","['Ken Kercheval', 'Patrick Duffy', 'Linda Gray']",7.7,60,"""https://m.media-amazon.com/images/M/MV5BNTg3ZDY1OWEtYjRkYy00NzQ4LWFjMjMtMDc0YzcxNzU5NmFhXkEyXkFqcGdeQXVyMTkxODQ4MDg@.jpg"""
653,Dynasty,1981,"Drama, Romance","['Linda Evans', 'Joan Collins', 'Gordon Thomson']",8.7,44,"""https://m.media-amazon.com/images/M/MV5BMTQ5MDY0NDc3MV5BMl5BanBnXkFtZTcwODE4MjgyMQ@@.jpg"""
654,Buffy the Vampire Slayer,1997,"Action, Drama, Fantasy","['Nicholas Brendon', 'Alyson Hannigan', 'Anthony Head']",6.5,43,"""https://m.media-amazon.com/images/M/MV5BY2MwOGIyZGYtNzgxZC00N2Q5LTllYjItM2U4MTkwMDBjYzUyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
655,The Vampire Diaries,2009,"Drama, Fantasy, Horror","['Paul Wesley', 'Ian Somerhalder', 'Kat Graham']",8.7,22,"""https://m.media-amazon.com/images/M/MV5BMDk3YzgxNDQtNTEzOS00NDMyLWFlYmYtYTZlMDk1NDkxNmMyXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
656,South Park,1997,"Animation, Comedy","['Matt Stone', 'Isaac Hayes', 'Mona Marshall']",6.5,30,"""https://m.media-amazon.com/images/M/MV5BOGE2YWUzMDItNTg2Ny00NTUzLTlmZGYtNWMyNzVjMjQ3MThkXkEyXkFqcGdeQXVyNTA4NzY1MzY@.jpg"""
657,That's So Raven,2003,"Comedy, Family, Fantasy","['Orlando Brown', 'Anneliese van der Pol', 'Kyle Massey']",7.4,44,"""https://m.media-amazon.com/images/M/MV5BYmQ4Y2Y0MGMtYzljOC00MjJhLWIxNzktN2ZhMjY1ZDE3MjBmXkEyXkFqcGdeQXVyNjk1Njg5NTA@.jpg"""
658,Friday Night Lights,2006,"Drama, Sport","['Connie Britton', 'Zach Gilford', 'Aimee Teegarden']",7.5,60,"""https://m.media-amazon.com/images/M/MV5BMTYwNjIyMTYwOV5BMl5BanBnXkFtZTcwMTA2MDU1MQ@@.jpg"""
659,Ugly Betty,2006,"Comedy, Drama, Romance","['Eric Mabius', 'Tony Plana', 'Ana Ortiz']",8.3,45,"""https://m.media-amazon.com/images/M/MV5BMTg4ODA2OTg5MF5BMl5BanBnXkFtZTcwNzcyMTQ5Mg@@.jpg"""
660,Desperate Housewives,2004,"Comedy, Drama, Mystery","['Felicity Huffman', 'Marcia Cross', 'Eva Longoria']",7.4,30,"""https://m.media-amazon.com/images/M/MV5BYzI2MTFjZDktYTZhNS00YTU2LWI5ZTMtM2MzNDU1YjNhNTJlXkEyXkFqcGdeQXVyNzA5NjUyNjM@.jpg"""
661,Three's Company,1976,Comedy,"['Joyce DeWitt', 'Suzanne Somers', 'Richard Kline']",7.8,30,"""https://m.media-amazon.com/images/M/MV5BOTgyMjM3NjEzNl5BMl5BanBnXkFtZTcwMzIyNjAwMQ@@.jpg"""
662,The Little Rascals,1955,"Comedy, Family","['Sherwood Bailey', ""Bobbie 'Cotton' Beard"", ""Matthew 'Stymie' Beard""]",8.7,22,"""https://m.media-amazon.com/images/M/MV5BMTc3MDIwMTMzM15BMl5BanBnXkFtZTcwNTY3OTQ1MQ@@.jpg"""
663,Utopia,2013,"Drama, Mystery, Sci-Fi","['Paul Higgins', 'Neil Maskell', ""Fiona O'Shaughnessy""]",8.4,50,"""https://m.media-amazon.com/images/M/MV5BMjMwMTA5NDc5M15BMl5BanBnXkFtZTgwMjQ4MTY0MjE@.jpg"""
